,Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working%3F,Husbands_occupation,Standard-of-living_index,Media_exposure,Contraceptive_method_used
888,25.0,b'3',b'4',3.0,b'1',b'0',b'3',b'4',b'0',b'3'
889,33.0,b'4',b'4',4.0,b'1',b'1',b'2',b'3',b'0',b'3'
890,33.0,b'3',b'4',6.0,b'1',b'1',b'3',b'2',b'0',b'3'
891,30.0,b'4',b'4',2.0,b'0',b'0',b'3',b'3',b'0',b'3'
892,22.0,b'2',b'4',1.0,b'1',b'1',b'3',b'3',b'0',b'3'
893,38.0,b'3',b'3',2.0,b'0',b'1',b'3',b'4',b'0',b'3'
894,35.0,b'4',b'3',2.0,b'0',b'1',b'3',b'4',b'0',b'3'
895,34.0,b'2',b'2',4.0,b'0',b'1',b'3',b'2',b'0',b'3'
896,39.0,b'4',b'4',2.0,b'0',b'1',b'3',b'4',b'0',b'3'
897,47.0,b'4',b'3',4.0,b'1',b'1',b'1',b'3',b'0',b'3'
898,38.0,b'4',b'4',2.0,b'1',b'0',b'1',b'4',b'0',b'3'
899,43.0,b'4',b'4',5.0,b'1',b'1',b'1',b'4',b'0',b'3'
900,21.0,b'3',b'3',1.0,b'1',b'1',b'2',b'2',b'0',b'3'
901,30.0,b'3',b'4',2.0,b'1',b'1',b'1',b'2',b'0',b'3'
902,27.0,b'3',b'4',2.0,b'1',b'1',b'1',b'3',b'0',b'3'
903,22.0,b'4',b'4',1.0,b'0',b'1',b'3',b'1',b'0',b'3'
904,25.0,b'1',b'2',3.0,b'1',b'1',b'2',b'3',b'0',b'3'
905,22.0,b'1',b'3',2.0,b'1',b'1',b'3',b'2',b'0',b'3'
906,28.0,b'4',b'4',4.0,b'1',b'1',b'2',b'3',b'0',b'3'
907,25.0,b'3',b'3',2.0,b'1',b'1',b'2',b'3',b'0',b'3'
908,26.0,b'4',b'4',2.0,b'1',b'0',b'3',b'3',b'0',b'3'
909,31.0,b'3',b'3',3.0,b'1',b'1',b'3',b'1',b'1',b'3'
910,32.0,b'1',b'3',4.0,b'1',b'1',b'3',b'3',b'0',b'3'
911,35.0,b'2',b'4',6.0,b'1',b'1',b'3',b'4',b'0',b'3'
912,24.0,b'2',b'3',5.0,b'1',b'1',b'3',b'3',b'0',b'3'
913,28.0,b'4',b'4',2.0,b'1',b'1',b'1',b'4',b'0',b'3'
914,36.0,b'4',b'4',3.0,b'0',b'0',b'2',b'4',b'0',b'3'
915,47.0,b'4',b'4',5.0,b'1',b'1',b'1',b'3',b'0',b'3'
916,26.0,b'4',b'4',2.0,b'1',b'0',b'1',b'4',b'0',b'3'
917,22.0,b'3',b'4',2.0,b'0',b'1',b'3',b'4',b'0',b'3'
918,30.0,b'4',b'4',2.0,b'1',b'1',b'4',b'3',b'0',b'3'
919,41.0,b'4',b'4',5.0,b'1',b'1',b'1',b'4',b'0',b'3'
920,19.0,b'4',b'4',1.0,b'1',b'1',b'3',b'2',b'0',b'3'
921,45.0,b'3',b'4',2.0,b'0',b'1',b'3',b'3',b'0',b'3'
922,35.0,b'1',b'2',5.0,b'1',b'1',b'2',b'2',b'1',b'3'
923,21.0,b'2',b'2',1.0,b'1',b'1',b'3',b'2',b'0',b'3'
924,32.0,b'1',b'2',6.0,b'0',b'1',b'2',b'3',b'0',b'3'
925,32.0,b'3',b'4',5.0,b'0',b'1',b'3',b'4',b'0',b'3'
926,46.0,b'2',b'3',6.0,b'0',b'0',b'3',b'4',b'0',b'3'
927,41.0,b'1',b'2',6.0,b'1',b'1',b'3',b'3',b'0',b'3'
928,36.0,b'4',b'4',3.0,b'0',b'1',b'3',b'4',b'0',b'3'
929,37.0,b'3',b'4',3.0,b'0',b'1',b'3',b'4',b'0',b'3'
930,37.0,b'3',b'4',4.0,b'0',b'1',b'2',b'4',b'0',b'3'
931,35.0,b'4',b'4',3.0,b'0',b'1',b'3',b'4',b'0',b'3'
932,29.0,b'2',b'3',4.0,b'1',b'1',b'3',b'2',b'0',b'3'
933,28.0,b'4',b'4',2.0,b'0',b'1',b'2',b'4',b'0',b'3'
934,46.0,b'4',b'4',4.0,b'0',b'1',b'1',b'4',b'0',b'3'
935,34.0,b'4',b'3',3.0,b'0',b'1',b'2',b'4',b'0',b'3'
936,43.0,b'3',b'3',2.0,b'0',b'0',b'3',b'4',b'0',b'3'
937,28.0,b'4',b'4',3.0,b'0',b'0',b'3',b'4',b'0',b'3'
938,28.0,b'3',b'3',3.0,b'1',b'0',b'2',b'4',b'0',b'3'
939,34.0,b'4',b'4',6.0,b'1',b'1',b'2',b'2',b'0',b'3'
940,27.0,b'2',b'4',4.0,b'1',b'1',b'3',b'4',b'0',b'3'
941,36.0,b'1',b'3',6.0,b'1',b'1',b'3',b'2',b'0',b'3'
942,17.0,b'2',b'2',0.0,b'1',b'0',b'3',b'2',b'0',b'3'
943,21.0,b'3',b'3',1.0,b'1',b'1',b'3',b'2',b'0',b'3'
944,25.0,b'2',b'2',1.0,b'1',b'1',b'3',b'1',b'0',b'3'
945,23.0,b'2',b'3',2.0,b'1',b'0',b'3',b'2',b'0',b'3'
946,25.0,b'2',b'2',1.0,b'1',b'1',b'3',b'3',b'0',b'3'
947,35.0,b'1',b'2',4.0,b'1',b'0',b'4',b'4',b'0',b'3'
948,32.0,b'3',b'4',4.0,b'1',b'1',b'3',b'2',b'0',b'3'
949,37.0,b'2',b'3',5.0,b'1',b'1',b'4',b'2',b'0',b'3'
950,31.0,b'3',b'4',4.0,b'1',b'0',b'3',b'3',b'0',b'3'
951,25.0,b'3',b'4',3.0,b'1',b'1',b'3',b'4',b'0',b'3'
952,26.0,b'3',b'4',4.0,b'1',b'1',b'2',b'4',b'0',b'3'
953,39.0,b'1',b'2',2.0,b'1',b'0',b'2',b'4',b'0',b'3'
954,21.0,b'3',b'3',2.0,b'1',b'1',b'2',b'3',b'0',b'3'
955,35.0,b'3',b'2',9.0,b'1',b'0',b'3',b'4',b'0',b'3'
956,20.0,b'2',b'2',1.0,b'1',b'1',b'3',b'2',b'0',b'3'
957,40.0,b'2',b'3',5.0,b'1',b'1',b'3',b'3',b'0',b'3'
958,41.0,b'3',b'3',7.0,b'0',b'1',b'2',b'4',b'0',b'3'
959,36.0,b'2',b'4',8.0,b'1',b'1',b'1',b'4',b'0',b'3'
960,40.0,b'2',b'4',3.0,b'0',b'1',b'3',b'4',b'0',b'3'
961,32.0,b'4',b'4',3.0,b'1',b'0',b'1',b'4',b'0',b'3'
962,24.0,b'3',b'4',4.0,b'1',b'1',b'2',b'3',b'0',b'3'
963,20.0,b'3',b'4',1.0,b'0',b'1',b'2',b'4',b'0',b'3'
964,32.0,b'4',b'4',4.0,b'1',b'0',b'1',b'4',b'0',b'3'
965,22.0,b'2',b'2',3.0,b'1',b'0',b'3',b'3',b'0',b'3'
966,30.0,b'3',b'3',4.0,b'1',b'0',b'2',b'2',b'0',b'3'
967,31.0,b'4',b'4',3.0,b'1',b'0',b'1',b'4',b'0',b'3'
968,35.0,b'3',b'4',5.0,b'1',b'1',b'1',b'4',b'0',b'3'
969,38.0,b'4',b'4',2.0,b'1',b'1',b'3',b'4',b'0',b'3'
970,31.0,b'4',b'4',1.0,b'1',b'1',b'1',b'4',b'0',b'3'
971,25.0,b'4',b'4',2.0,b'1',b'1',b'2',b'4',b'0',b'3'
972,30.0,b'4',b'4',2.0,b'1',b'1',b'1',b'4',b'0',b'3'
973,22.0,b'1',b'2',2.0,b'1',b'1',b'3',b'4',b'0',b'3'
974,31.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'3'
975,29.0,b'4',b'4',3.0,b'1',b'1',b'3',b'4',b'0',b'3'
976,29.0,b'2',b'3',3.0,b'1',b'0',b'3',b'2',b'0',b'3'
977,38.0,b'4',b'4',3.0,b'0',b'0',b'3',b'3',b'1',b'3'
978,22.0,b'3',b'4',2.0,b'1',b'1',b'2',b'4',b'0',b'3'
979,45.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'3'
980,26.0,b'3',b'4',3.0,b'1',b'1',b'3',b'2',b'0',b'3'
981,37.0,b'4',b'4',3.0,b'0',b'1',b'3',b'4',b'0',b'3'
982,36.0,b'4',b'4',3.0,b'0',b'1',b'2',b'4',b'0',b'3'
983,33.0,b'4',b'4',2.0,b'1',b'1',b'2',b'4',b'0',b'3'
984,32.0,b'4',b'4',3.0,b'1',b'0',b'1',b'4',b'0',b'3'
985,35.0,b'4',b'4',4.0,b'0',b'0',b'1',b'4',b'0',b'3'
986,25.0,b'4',b'4',1.0,b'1',b'1',b'1',b'4',b'0',b'3'
987,31.0,b'4',b'4',3.0,b'1',b'1',b'4',b'4',b'0',b'3'
988,25.0,b'2',b'3',5.0,b'1',b'1',b'2',b'3',b'0',b'3'
989,26.0,b'3',b'2',5.0,b'1',b'1',b'2',b'2',b'0',b'3'
990,23.0,b'2',b'3',3.0,b'1',b'1',b'2',b'3',b'0',b'3'
991,28.0,b'3',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'3'
992,34.0,b'3',b'4',3.0,b'0',b'0',b'3',b'4',b'0',b'3'
993,46.0,b'3',b'4',9.0,b'1',b'1',b'3',b'4',b'0',b'3'
994,25.0,b'4',b'4',1.0,b'1',b'1',b'1',b'4',b'0',b'3'
995,21.0,b'2',b'1',3.0,b'1',b'0',b'3',b'1',b'1',b'3'
996,25.0,b'2',b'3',4.0,b'1',b'0',b'3',b'2',b'0',b'3'
997,28.0,b'2',b'3',6.0,b'1',b'1',b'2',b'4',b'0',b'3'
998,36.0,b'2',b'4',11.0,b'1',b'1',b'1',b'4',b'1',b'3'
999,46.0,b'1',b'2',9.0,b'1',b'0',b'3',b'4',b'1',b'3'
1000,35.0,b'2',b'2',6.0,b'1',b'0',b'3',b'1',b'1',b'1'
1001,41.0,b'3',b'2',11.0,b'1',b'1',b'2',b'3',b'0',b'1'
1002,27.0,b'2',b'4',1.0,b'1',b'0',b'1',b'1',b'0',b'1'
1003,25.0,b'4',b'4',0.0,b'1',b'0',b'3',b'4',b'0',b'1'
1004,23.0,b'2',b'2',2.0,b'1',b'1',b'3',b'3',b'0',b'1'
1005,48.0,b'1',b'1',1.0,b'1',b'0',b'3',b'3',b'1',b'1'
1006,23.0,b'4',b'4',0.0,b'1',b'0',b'1',b'4',b'0',b'1'
1007,31.0,b'3',b'4',2.0,b'1',b'1',b'3',b'3',b'0',b'1'
1008,49.0,b'4',b'4',1.0,b'1',b'1',b'3',b'4',b'0',b'1'
1009,42.0,b'2',b'3',2.0,b'1',b'1',b'1',b'4',b'0',b'1'
1010,26.0,b'2',b'4',3.0,b'1',b'1',b'3',b'4',b'0',b'1'
1011,21.0,b'2',b'2',1.0,b'1',b'1',b'3',b'2',b'0',b'1'
1012,29.0,b'3',b'4',4.0,b'1',b'1',b'1',b'4',b'0',b'1'
1013,38.0,b'1',b'2',12.0,b'1',b'1',b'2',b'3',b'0',b'1'
1014,25.0,b'4',b'4',2.0,b'1',b'1',b'3',b'2',b'0',b'1'
1015,22.0,b'4',b'4',0.0,b'1',b'1',b'3',b'2',b'0',b'1'
1016,20.0,b'3',b'4',0.0,b'1',b'1',b'3',b'3',b'0',b'1'
1017,35.0,b'4',b'4',1.0,b'1',b'1',b'1',b'3',b'0',b'1'
1018,32.0,b'2',b'3',1.0,b'1',b'1',b'3',b'3',b'0',b'1'
1019,38.0,b'2',b'4',3.0,b'1',b'1',b'1',b'3',b'0',b'1'
1020,27.0,b'1',b'2',4.0,b'1',b'1',b'1',b'4',b'1',b'1'
1021,41.0,b'2',b'4',1.0,b'1',b'1',b'2',b'3',b'0',b'1'
1022,28.0,b'3',b'4',0.0,b'1',b'0',b'1',b'3',b'0',b'1'
1023,23.0,b'4',b'4',1.0,b'1',b'0',b'3',b'3',b'0',b'1'
1024,27.0,b'4',b'4',1.0,b'0',b'0',b'2',b'4',b'0',b'1'
1025,33.0,b'4',b'4',2.0,b'0',b'1',b'1',b'4',b'0',b'1'
1026,39.0,b'2',b'2',5.0,b'1',b'0',b'3',b'2',b'1',b'1'
1027,41.0,b'2',b'2',5.0,b'0',b'1',b'2',b'2',b'0',b'1'
1028,40.0,b'2',b'2',8.0,b'1',b'1',b'1',b'3',b'0',b'1'
1029,43.0,b'3',b'4',10.0,b'1',b'1',b'3',b'3',b'0',b'1'
1030,35.0,b'3',b'4',6.0,b'1',b'0',b'2',b'2',b'0',b'1'
1031,32.0,b'3',b'4',0.0,b'1',b'1',b'3',b'4',b'0',b'1'
1032,49.0,b'2',b'3',4.0,b'1',b'1',b'2',b'3',b'0',b'1'
1033,47.0,b'2',b'2',4.0,b'1',b'1',b'3',b'1',b'0',b'1'
1034,42.0,b'4',b'4',1.0,b'1',b'1',b'2',b'4',b'0',b'1'
1035,48.0,b'4',b'4',4.0,b'0',b'1',b'1',b'4',b'0',b'1'
1036,42.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'1'
1037,37.0,b'4',b'4',2.0,b'1',b'1',b'1',b'4',b'0',b'1'
1038,23.0,b'3',b'3',1.0,b'1',b'0',b'2',b'4',b'0',b'1'
1039,24.0,b'3',b'4',0.0,b'1',b'0',b'2',b'3',b'0',b'1'
1040,43.0,b'2',b'3',3.0,b'0',b'1',b'2',b'3',b'0',b'1'
1041,24.0,b'3',b'3',2.0,b'1',b'0',b'3',b'2',b'0',b'1'
1042,29.0,b'2',b'4',0.0,b'1',b'0',b'3',b'4',b'0',b'1'
1043,45.0,b'1',b'1',0.0,b'0',b'0',b'2',b'1',b'0',b'1'
1044,31.0,b'4',b'4',3.0,b'1',b'0',b'2',b'3',b'0',b'1'
1045,44.0,b'1',b'4',9.0,b'1',b'1',b'1',b'2',b'0',b'1'
1046,28.0,b'2',b'3',1.0,b'1',b'1',b'3',b'1',b'0',b'1'
1047,28.0,b'3',b'4',1.0,b'0',b'1',b'2',b'2',b'0',b'1'
1048,33.0,b'1',b'2',0.0,b'1',b'0',b'3',b'3',b'0',b'1'
1049,43.0,b'4',b'4',6.0,b'1',b'1',b'1',b'3',b'0',b'1'
1050,34.0,b'3',b'4',4.0,b'1',b'1',b'1',b'3',b'0',b'1'
1051,36.0,b'1',b'4',2.0,b'1',b'1',b'2',b'2',b'0',b'1'
1052,22.0,b'4',b'4',0.0,b'1',b'0',b'2',b'4',b'0',b'1'
1053,35.0,b'2',b'3',8.0,b'1',b'1',b'3',b'3',b'1',b'1'
1054,25.0,b'4',b'4',1.0,b'1',b'1',b'1',b'4',b'0',b'1'
1055,43.0,b'1',b'2',8.0,b'1',b'1',b'2',b'2',b'1',b'1'
1056,46.0,b'1',b'4',8.0,b'1',b'1',b'1',b'4',b'1',b'1'
1057,27.0,b'3',b'4',2.0,b'1',b'1',b'1',b'3',b'0',b'1'
1058,30.0,b'1',b'1',7.0,b'1',b'1',b'2',b'3',b'0',b'1'
1059,25.0,b'4',b'4',1.0,b'1',b'1',b'3',b'4',b'0',b'1'
1060,42.0,b'4',b'4',1.0,b'1',b'0',b'1',b'4',b'0',b'1'
1061,30.0,b'1',b'3',1.0,b'1',b'1',b'3',b'4',b'0',b'1'
1062,27.0,b'3',b'3',4.0,b'1',b'1',b'2',b'4',b'0',b'1'
1063,45.0,b'2',b'3',11.0,b'1',b'1',b'2',b'3',b'0',b'1'
1064,29.0,b'3',b'4',2.0,b'1',b'1',b'1',b'3',b'0',b'1'
1065,36.0,b'1',b'4',1.0,b'1',b'1',b'3',b'3',b'0',b'1'
1066,49.0,b'1',b'2',8.0,b'1',b'1',b'3',b'1',b'1',b'1'
1067,47.0,b'1',b'4',7.0,b'1',b'1',b'2',b'3',b'0',b'1'
1068,30.0,b'4',b'4',4.0,b'1',b'1',b'2',b'4',b'0',b'1'
1069,24.0,b'2',b'3',2.0,b'1',b'1',b'3',b'1',b'0',b'1'
1070,48.0,b'1',b'1',6.0,b'1',b'1',b'2',b'3',b'1',b'1'
1071,47.0,b'1',b'2',2.0,b'1',b'1',b'2',b'3',b'1',b'1'
1072,24.0,b'3',b'4',1.0,b'1',b'0',b'3',b'3',b'0',b'1'
1073,48.0,b'3',b'4',5.0,b'1',b'1',b'2',b'3',b'0',b'1'
1074,38.0,b'1',b'2',8.0,b'1',b'1',b'3',b'3',b'1',b'1'
1075,45.0,b'3',b'4',0.0,b'1',b'1',b'1',b'3',b'0',b'1'
1076,43.0,b'4',b'4',3.0,b'0',b'1',b'2',b'4',b'0',b'1'
1077,33.0,b'1',b'1',5.0,b'1',b'1',b'3',b'1',b'1',b'1'
1078,37.0,b'3',b'4',7.0,b'1',b'1',b'3',b'4',b'0',b'1'
1079,36.0,b'2',b'1',6.0,b'1',b'1',b'2',b'3',b'0',b'1'
1080,25.0,b'3',b'4',3.0,b'1',b'1',b'1',b'1',b'0',b'1'
1081,49.0,b'4',b'4',6.0,b'0',b'0',b'1',b'4',b'0',b'1'
1082,30.0,b'4',b'4',1.0,b'1',b'0',b'1',b'4',b'0',b'1'
1083,35.0,b'4',b'4',5.0,b'1',b'1',b'1',b'4',b'0',b'1'
1084,28.0,b'2',b'4',0.0,b'1',b'1',b'3',b'1',b'0',b'1'
1085,30.0,b'4',b'2',0.0,b'1',b'0',b'3',b'3',b'0',b'1'
1086,27.0,b'4',b'4',2.0,b'1',b'0',b'1',b'4',b'0',b'1'
1087,45.0,b'2',b'4',8.0,b'1',b'1',b'2',b'3',b'0',b'1'
1088,46.0,b'3',b'1',5.0,b'1',b'1',b'3',b'2',b'0',b'1'
1089,28.0,b'1',b'4',0.0,b'1',b'0',b'4',b'1',b'0',b'1'
1090,21.0,b'2',b'4',0.0,b'1',b'1',b'2',b'2',b'0',b'1'
1091,20.0,b'3',b'4',2.0,b'1',b'1',b'3',b'3',b'0',b'1'
1092,28.0,b'3',b'3',5.0,b'1',b'1',b'3',b'3',b'0',b'1'
1093,25.0,b'3',b'3',1.0,b'1',b'1',b'2',b'2',b'0',b'1'
1094,38.0,b'1',b'2',6.0,b'1',b'1',b'2',b'1',b'1',b'1'
1095,20.0,b'3',b'4',1.0,b'1',b'1',b'3',b'2',b'0',b'1'
1096,24.0,b'3',b'4',2.0,b'1',b'1',b'2',b'4',b'0',b'1'
1097,39.0,b'3',b'1',1.0,b'1',b'1',b'2',b'3',b'0',b'1'
1098,25.0,b'1',b'3',1.0,b'1',b'1',b'4',b'2',b'0',b'1'
1099,23.0,b'3',b'4',4.0,b'1',b'1',b'3',b'1',b'1',b'1'
1100,24.0,b'4',b'4',1.0,b'1',b'0',b'1',b'3',b'0',b'1'
1101,26.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'1'
1102,20.0,b'3',b'4',2.0,b'1',b'1',b'3',b'2',b'0',b'1'
1103,31.0,b'3',b'3',1.0,b'1',b'0',b'3',b'4',b'0',b'1'
1104,22.0,b'4',b'4',0.0,b'1',b'1',b'2',b'1',b'1',b'1'
1105,36.0,b'2',b'3',6.0,b'1',b'1',b'2',b'3',b'0',b'1'
1106,45.0,b'3',b'4',0.0,b'1',b'1',b'1',b'3',b'0',b'1'
1107,47.0,b'2',b'2',7.0,b'1',b'1',b'2',b'2',b'0',b'1'
1108,30.0,b'2',b'3',1.0,b'1',b'1',b'2',b'1',b'0',b'1'
1109,35.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'1'
1110,34.0,b'2',b'2',9.0,b'1',b'0',b'2',b'3',b'0',b'1'
1111,28.0,b'4',b'4',1.0,b'1',b'0',b'1',b'3',b'0',b'1'
1112,18.0,b'3',b'4',1.0,b'1',b'1',b'3',b'3',b'0',b'1'
1113,25.0,b'2',b'3',2.0,b'1',b'1',b'3',b'2',b'0',b'1'
1114,27.0,b'3',b'4',0.0,b'1',b'0',b'3',b'3',b'0',b'1'
1115,21.0,b'4',b'4',1.0,b'1',b'1',b'3',b'4',b'0',b'1'
1116,19.0,b'4',b'4',1.0,b'1',b'1',b'1',b'3',b'0',b'1'
1117,26.0,b'4',b'4',0.0,b'1',b'1',b'3',b'4',b'0',b'1'
1118,28.0,b'4',b'4',5.0,b'1',b'1',b'1',b'4',b'0',b'1'
1119,38.0,b'1',b'3',4.0,b'1',b'0',b'2',b'2',b'0',b'1'
1120,39.0,b'2',b'3',10.0,b'1',b'1',b'3',b'4',b'0',b'1'
1121,45.0,b'2',b'3',6.0,b'1',b'1',b'3',b'2',b'1',b'1'
1122,30.0,b'3',b'4',4.0,b'0',b'1',b'2',b'3',b'0',b'1'
1123,47.0,b'2',b'4',2.0,b'1',b'1',b'3',b'2',b'1',b'1'
1124,38.0,b'2',b'2',6.0,b'1',b'1',b'3',b'4',b'0',b'1'
1125,42.0,b'3',b'3',5.0,b'1',b'1',b'2',b'2',b'0',b'1'
1126,31.0,b'4',b'4',2.0,b'1',b'1',b'1',b'2',b'0',b'1'
1127,44.0,b'1',b'2',2.0,b'1',b'1',b'3',b'1',b'0',b'1'
1128,42.0,b'4',b'4',3.0,b'1',b'0',b'1',b'4',b'0',b'1'
1129,28.0,b'4',b'4',2.0,b'1',b'1',b'1',b'3',b'0',b'1'
1130,34.0,b'2',b'4',6.0,b'1',b'0',b'3',b'4',b'0',b'1'
1131,45.0,b'1',b'3',7.0,b'1',b'0',b'1',b'3',b'0',b'1'
1132,43.0,b'4',b'4',5.0,b'1',b'1',b'1',b'3',b'0',b'1'
1133,28.0,b'3',b'4',0.0,b'1',b'0',b'3',b'4',b'0',b'1'
1134,27.0,b'3',b'4',0.0,b'1',b'1',b'3',b'3',b'0',b'1'
1135,26.0,b'2',b'3',1.0,b'1',b'0',b'4',b'4',b'0',b'1'
1136,26.0,b'3',b'4',1.0,b'0',b'1',b'2',b'2',b'0',b'1'
1137,37.0,b'3',b'4',4.0,b'1',b'0',b'2',b'4',b'0',b'1'
1138,48.0,b'3',b'4',11.0,b'1',b'1',b'1',b'4',b'0',b'1'
1139,47.0,b'2',b'3',12.0,b'1',b'1',b'3',b'1',b'0',b'1'
1140,22.0,b'2',b'4',1.0,b'1',b'1',b'3',b'4',b'0',b'1'
1141,48.0,b'4',b'4',1.0,b'0',b'1',b'1',b'4',b'0',b'1'
1142,42.0,b'1',b'3',12.0,b'1',b'1',b'2',b'4',b'0',b'1'
1143,32.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'1'
1144,33.0,b'4',b'4',3.0,b'0',b'0',b'1',b'3',b'0',b'1'
1145,45.0,b'4',b'4',1.0,b'1',b'0',b'1',b'4',b'0',b'1'
1146,26.0,b'2',b'3',1.0,b'1',b'0',b'3',b'4',b'1',b'1'
1147,45.0,b'4',b'4',1.0,b'1',b'1',b'1',b'4',b'0',b'1'
1148,25.0,b'3',b'3',1.0,b'1',b'0',b'2',b'4',b'0',b'1'
1149,36.0,b'4',b'3',3.0,b'1',b'0',b'3',b'2',b'0',b'1'
1150,31.0,b'3',b'3',2.0,b'1',b'0',b'3',b'3',b'0',b'1'
1151,22.0,b'3',b'4',2.0,b'1',b'1',b'3',b'3',b'0',b'1'
1152,46.0,b'4',b'4',10.0,b'1',b'1',b'1',b'3',b'0',b'1'
1153,26.0,b'2',b'3',3.0,b'1',b'1',b'3',b'4',b'0',b'1'
1154,25.0,b'3',b'2',1.0,b'1',b'0',b'3',b'3',b'0',b'1'
1155,20.0,b'4',b'4',0.0,b'0',b'0',b'2',b'4',b'0',b'1'
1156,31.0,b'3',b'4',3.0,b'0',b'0',b'2',b'4',b'0',b'1'
1157,36.0,b'3',b'3',3.0,b'0',b'0',b'2',b'3',b'1',b'1'
1158,47.0,b'3',b'2',5.0,b'1',b'1',b'4',b'4',b'0',b'1'
1159,43.0,b'3',b'4',2.0,b'0',b'1',b'3',b'4',b'0',b'1'
1160,20.0,b'3',b'4',0.0,b'1',b'1',b'3',b'3',b'0',b'1'
1161,24.0,b'4',b'4',4.0,b'1',b'1',b'1',b'4',b'0',b'1'
1162,33.0,b'2',b'2',3.0,b'0',b'0',b'2',b'4',b'0',b'1'
1163,41.0,b'3',b'4',3.0,b'0',b'1',b'2',b'4',b'0',b'1'
1164,48.0,b'3',b'4',4.0,b'0',b'1',b'2',b'4',b'0',b'1'
1165,32.0,b'4',b'4',1.0,b'0',b'1',b'1',b'4',b'0',b'1'
1166,38.0,b'3',b'3',4.0,b'0',b'0',b'3',b'2',b'1',b'1'
1167,48.0,b'3',b'4',8.0,b'1',b'1',b'3',b'3',b'0',b'1'
1168,34.0,b'1',b'3',4.0,b'1',b'0',b'3',b'4',b'0',b'1'
1169,31.0,b'1',b'1',6.0,b'1',b'1',b'3',b'2',b'0',b'1'
1170,46.0,b'1',b'2',7.0,b'1',b'1',b'3',b'1',b'1',b'1'
1171,45.0,b'2',b'2',7.0,b'1',b'1',b'3',b'1',b'1',b'1'
1172,34.0,b'3',b'4',4.0,b'0',b'1',b'3',b'1',b'1',b'1'
1173,16.0,b'2',b'4',1.0,b'1',b'1',b'3',b'4',b'0',b'1'
1174,18.0,b'3',b'2',1.0,b'1',b'1',b'3',b'1',b'0',b'1'
1175,22.0,b'2',b'2',1.0,b'1',b'1',b'3',b'1',b'1',b'1'
1176,32.0,b'2',b'2',2.0,b'1',b'1',b'2',b'4',b'0',b'1'
1177,41.0,b'1',b'3',3.0,b'1',b'0',b'2',b'4',b'0',b'1'
1178,22.0,b'3',b'3',2.0,b'1',b'1',b'2',b'4',b'0',b'1'
1179,23.0,b'3',b'2',0.0,b'1',b'1',b'2',b'2',b'0',b'1'
1180,22.0,b'3',b'4',0.0,b'1',b'0',b'3',b'4',b'0',b'1'
