,Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working%3F,Husbands_occupation,Standard-of-living_index,Media_exposure,Contraceptive_method_used
1181,40.0,b'2',b'2',6.0,b'1',b'1',b'2',b'2',b'1',b'1'
1182,29.0,b'3',b'4',1.0,b'0',b'1',b'2',b'3',b'0',b'1'
1183,42.0,b'4',b'4',0.0,b'0',b'0',b'3',b'4',b'0',b'1'
1184,29.0,b'3',b'4',2.0,b'1',b'1',b'3',b'4',b'0',b'1'
1185,31.0,b'3',b'2',1.0,b'1',b'1',b'3',b'4',b'0',b'1'
1186,28.0,b'4',b'4',3.0,b'0',b'0',b'1',b'4',b'0',b'1'
1187,21.0,b'2',b'3',0.0,b'1',b'1',b'3',b'4',b'0',b'1'
1188,26.0,b'4',b'4',2.0,b'1',b'1',b'1',b'3',b'0',b'1'
1189,37.0,b'3',b'4',0.0,b'1',b'1',b'3',b'4',b'0',b'1'
1190,24.0,b'3',b'4',2.0,b'1',b'1',b'2',b'2',b'0',b'1'
1191,25.0,b'4',b'4',0.0,b'0',b'1',b'2',b'4',b'0',b'1'
1192,22.0,b'2',b'1',0.0,b'1',b'1',b'2',b'2',b'0',b'1'
1193,45.0,b'4',b'4',1.0,b'1',b'1',b'1',b'4',b'0',b'1'
1194,47.0,b'4',b'4',1.0,b'1',b'1',b'1',b'4',b'0',b'1'
1195,28.0,b'4',b'4',5.0,b'1',b'0',b'3',b'4',b'0',b'1'
1196,24.0,b'2',b'2',4.0,b'1',b'1',b'3',b'4',b'0',b'1'
1197,34.0,b'3',b'3',6.0,b'1',b'1',b'2',b'3',b'0',b'1'
1198,47.0,b'2',b'3',5.0,b'1',b'1',b'1',b'1',b'0',b'1'
1199,31.0,b'3',b'4',2.0,b'1',b'1',b'1',b'4',b'0',b'1'
1200,26.0,b'1',b'3',1.0,b'1',b'1',b'3',b'1',b'0',b'1'
1201,25.0,b'4',b'4',3.0,b'1',b'1',b'1',b'2',b'0',b'1'
1202,47.0,b'1',b'1',4.0,b'1',b'1',b'2',b'2',b'0',b'1'
1203,48.0,b'1',b'1',8.0,b'1',b'1',b'1',b'1',b'1',b'1'
1204,38.0,b'2',b'2',10.0,b'1',b'1',b'3',b'2',b'0',b'1'
1205,32.0,b'1',b'3',4.0,b'1',b'1',b'2',b'2',b'1',b'1'
1206,47.0,b'1',b'2',2.0,b'1',b'1',b'2',b'4',b'0',b'1'
1207,27.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'1'
1208,40.0,b'1',b'1',0.0,b'1',b'1',b'3',b'2',b'0',b'1'
1209,46.0,b'4',b'4',6.0,b'1',b'1',b'1',b'4',b'0',b'1'
1210,33.0,b'3',b'3',3.0,b'1',b'1',b'3',b'4',b'0',b'1'
1211,49.0,b'1',b'2',5.0,b'1',b'0',b'2',b'2',b'1',b'1'
1212,21.0,b'2',b'4',3.0,b'1',b'1',b'3',b'2',b'0',b'1'
1213,31.0,b'4',b'4',0.0,b'0',b'0',b'2',b'4',b'0',b'1'
1214,42.0,b'4',b'4',4.0,b'1',b'1',b'3',b'4',b'0',b'2'
1215,35.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'2'
1216,31.0,b'4',b'4',4.0,b'1',b'1',b'3',b'3',b'0',b'2'
1217,42.0,b'4',b'4',6.0,b'1',b'1',b'1',b'3',b'0',b'2'
1218,49.0,b'3',b'4',4.0,b'1',b'1',b'3',b'4',b'0',b'2'
1219,21.0,b'4',b'4',1.0,b'1',b'1',b'1',b'3',b'0',b'2'
1220,28.0,b'3',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'2'
1221,22.0,b'4',b'4',1.0,b'1',b'1',b'1',b'3',b'0',b'2'
1222,36.0,b'4',b'4',3.0,b'1',b'0',b'1',b'4',b'0',b'2'
1223,45.0,b'2',b'2',9.0,b'1',b'1',b'3',b'3',b'0',b'2'
1224,40.0,b'4',b'4',4.0,b'1',b'1',b'1',b'4',b'0',b'2'
1225,30.0,b'2',b'2',7.0,b'1',b'1',b'3',b'4',b'0',b'2'
1226,35.0,b'4',b'4',5.0,b'1',b'0',b'1',b'4',b'0',b'2'
1227,26.0,b'2',b'4',2.0,b'1',b'1',b'1',b'4',b'0',b'2'
1228,45.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'2'
1229,27.0,b'3',b'3',2.0,b'1',b'1',b'3',b'4',b'0',b'2'
1230,32.0,b'4',b'4',4.0,b'1',b'1',b'1',b'2',b'0',b'2'
1231,27.0,b'4',b'4',3.0,b'1',b'1',b'1',b'3',b'0',b'2'
1232,28.0,b'4',b'4',2.0,b'0',b'1',b'1',b'4',b'0',b'2'
1233,30.0,b'4',b'4',3.0,b'1',b'1',b'2',b'1',b'0',b'2'
1234,34.0,b'4',b'4',4.0,b'1',b'1',b'2',b'4',b'0',b'2'
1235,26.0,b'3',b'4',3.0,b'1',b'1',b'2',b'3',b'0',b'2'
1236,44.0,b'1',b'4',2.0,b'1',b'1',b'1',b'3',b'0',b'2'
1237,29.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'2'
1238,26.0,b'3',b'4',2.0,b'1',b'1',b'3',b'3',b'0',b'2'
1239,41.0,b'4',b'4',8.0,b'1',b'1',b'1',b'4',b'0',b'2'
1240,32.0,b'3',b'3',4.0,b'1',b'0',b'3',b'3',b'0',b'2'
1241,23.0,b'3',b'1',1.0,b'1',b'0',b'3',b'3',b'0',b'2'
1242,38.0,b'2',b'3',4.0,b'1',b'1',b'1',b'2',b'0',b'2'
1243,22.0,b'4',b'4',1.0,b'1',b'0',b'2',b'2',b'0',b'2'
1244,34.0,b'3',b'4',3.0,b'0',b'1',b'1',b'4',b'0',b'2'
1245,38.0,b'3',b'4',7.0,b'0',b'1',b'2',b'3',b'0',b'2'
1246,21.0,b'4',b'4',1.0,b'1',b'1',b'1',b'4',b'0',b'2'
1247,43.0,b'1',b'3',4.0,b'1',b'1',b'1',b'4',b'0',b'2'
1248,44.0,b'3',b'3',9.0,b'1',b'1',b'1',b'1',b'0',b'2'
1249,24.0,b'4',b'4',1.0,b'1',b'1',b'2',b'4',b'0',b'2'
1250,27.0,b'4',b'4',1.0,b'1',b'0',b'3',b'3',b'0',b'2'
1251,34.0,b'3',b'4',4.0,b'1',b'1',b'3',b'3',b'0',b'2'
1252,29.0,b'3',b'4',2.0,b'1',b'1',b'1',b'4',b'0',b'2'
1253,26.0,b'4',b'4',1.0,b'1',b'0',b'2',b'3',b'0',b'2'
1254,37.0,b'4',b'4',7.0,b'1',b'1',b'1',b'4',b'0',b'2'
1255,21.0,b'3',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'2'
1256,47.0,b'4',b'4',4.0,b'0',b'1',b'2',b'4',b'0',b'2'
1257,41.0,b'4',b'4',3.0,b'1',b'0',b'2',b'3',b'0',b'2'
1258,29.0,b'3',b'4',3.0,b'1',b'1',b'1',b'3',b'0',b'2'
1259,25.0,b'4',b'4',1.0,b'1',b'0',b'1',b'4',b'0',b'2'
1260,33.0,b'4',b'4',2.0,b'0',b'0',b'1',b'3',b'0',b'2'
1261,23.0,b'4',b'4',1.0,b'0',b'1',b'1',b'4',b'0',b'2'
1262,32.0,b'4',b'4',4.0,b'1',b'1',b'2',b'3',b'0',b'2'
1263,45.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'2'
1264,37.0,b'4',b'4',4.0,b'1',b'1',b'1',b'4',b'0',b'2'
1265,35.0,b'2',b'4',4.0,b'0',b'1',b'3',b'2',b'0',b'2'
1266,37.0,b'4',b'4',3.0,b'1',b'1',b'3',b'4',b'0',b'2'
1267,35.0,b'4',b'4',5.0,b'1',b'1',b'2',b'4',b'0',b'2'
1268,23.0,b'4',b'4',1.0,b'1',b'1',b'3',b'3',b'0',b'2'
1269,38.0,b'2',b'2',8.0,b'1',b'1',b'2',b'2',b'0',b'2'
1270,41.0,b'4',b'4',4.0,b'0',b'0',b'2',b'4',b'0',b'2'
1271,35.0,b'1',b'2',9.0,b'1',b'0',b'3',b'1',b'0',b'2'
1272,29.0,b'4',b'4',3.0,b'1',b'1',b'3',b'2',b'0',b'2'
1273,26.0,b'3',b'3',2.0,b'1',b'1',b'1',b'3',b'0',b'2'
1274,22.0,b'3',b'3',2.0,b'1',b'1',b'3',b'3',b'0',b'2'
1275,30.0,b'2',b'3',5.0,b'1',b'1',b'3',b'1',b'1',b'2'
1276,36.0,b'4',b'4',3.0,b'1',b'1',b'3',b'3',b'0',b'2'
1277,26.0,b'3',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'2'
1278,32.0,b'4',b'4',2.0,b'1',b'0',b'3',b'4',b'0',b'2'
1279,39.0,b'4',b'4',3.0,b'0',b'1',b'2',b'4',b'0',b'2'
1280,29.0,b'3',b'4',3.0,b'1',b'1',b'1',b'3',b'0',b'2'
1281,40.0,b'4',b'4',5.0,b'1',b'1',b'1',b'3',b'0',b'2'
1282,43.0,b'3',b'3',6.0,b'1',b'0',b'3',b'2',b'0',b'2'
1283,44.0,b'3',b'4',6.0,b'1',b'1',b'3',b'2',b'0',b'2'
1284,24.0,b'4',b'4',2.0,b'1',b'1',b'2',b'4',b'0',b'2'
1285,42.0,b'4',b'4',3.0,b'1',b'0',b'1',b'4',b'0',b'2'
1286,33.0,b'3',b'4',2.0,b'1',b'1',b'1',b'4',b'0',b'2'
1287,24.0,b'4',b'4',1.0,b'0',b'1',b'2',b'3',b'0',b'2'
1288,28.0,b'3',b'4',2.0,b'0',b'1',b'2',b'3',b'0',b'2'
1289,32.0,b'2',b'1',5.0,b'1',b'0',b'2',b'2',b'0',b'2'
1290,26.0,b'2',b'2',4.0,b'1',b'1',b'3',b'4',b'0',b'2'
1291,27.0,b'4',b'4',1.0,b'1',b'1',b'1',b'4',b'0',b'2'
1292,41.0,b'3',b'4',3.0,b'0',b'1',b'2',b'4',b'0',b'2'
1293,28.0,b'3',b'4',2.0,b'0',b'1',b'3',b'3',b'0',b'2'
1294,23.0,b'4',b'4',1.0,b'1',b'0',b'3',b'4',b'0',b'2'
1295,31.0,b'2',b'2',4.0,b'1',b'1',b'4',b'3',b'1',b'2'
1296,33.0,b'4',b'4',3.0,b'0',b'1',b'2',b'4',b'0',b'2'
1297,35.0,b'4',b'4',5.0,b'1',b'1',b'1',b'4',b'0',b'2'
1298,39.0,b'3',b'4',5.0,b'1',b'1',b'3',b'4',b'0',b'2'
1299,27.0,b'4',b'4',2.0,b'1',b'1',b'1',b'3',b'0',b'2'
1300,48.0,b'4',b'4',3.0,b'0',b'1',b'1',b'4',b'0',b'2'
1301,25.0,b'3',b'1',2.0,b'1',b'0',b'3',b'4',b'0',b'2'
1302,38.0,b'4',b'4',4.0,b'1',b'1',b'2',b'4',b'0',b'2'
1303,48.0,b'4',b'4',7.0,b'1',b'0',b'1',b'4',b'0',b'2'
1304,34.0,b'4',b'4',4.0,b'1',b'0',b'3',b'3',b'0',b'2'
1305,36.0,b'3',b'3',4.0,b'1',b'1',b'1',b'3',b'0',b'2'
1306,34.0,b'4',b'4',3.0,b'1',b'0',b'3',b'4',b'0',b'2'
1307,42.0,b'4',b'4',4.0,b'0',b'0',b'2',b'4',b'0',b'2'
1308,45.0,b'3',b'3',5.0,b'0',b'1',b'1',b'3',b'0',b'2'
1309,37.0,b'4',b'4',4.0,b'0',b'1',b'2',b'4',b'0',b'2'
1310,38.0,b'4',b'4',3.0,b'0',b'0',b'2',b'4',b'0',b'2'
1311,42.0,b'3',b'3',4.0,b'0',b'1',b'3',b'4',b'0',b'2'
1312,42.0,b'2',b'4',5.0,b'0',b'1',b'2',b'3',b'0',b'2'
1313,41.0,b'4',b'4',6.0,b'1',b'1',b'1',b'4',b'0',b'2'
1314,43.0,b'4',b'4',5.0,b'0',b'1',b'1',b'4',b'0',b'2'
1315,34.0,b'4',b'4',2.0,b'0',b'0',b'3',b'2',b'0',b'2'
1316,44.0,b'2',b'3',1.0,b'0',b'1',b'2',b'4',b'0',b'2'
1317,41.0,b'4',b'4',4.0,b'0',b'1',b'1',b'4',b'0',b'2'
1318,36.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'2'
1319,34.0,b'1',b'2',5.0,b'1',b'1',b'3',b'4',b'0',b'2'
1320,32.0,b'3',b'2',5.0,b'1',b'1',b'3',b'3',b'0',b'3'
1321,34.0,b'3',b'3',6.0,b'1',b'1',b'1',b'4',b'0',b'3'
1322,24.0,b'4',b'4',2.0,b'1',b'0',b'3',b'3',b'0',b'3'
1323,21.0,b'3',b'3',1.0,b'0',b'1',b'3',b'2',b'0',b'3'
1324,38.0,b'4',b'3',9.0,b'1',b'1',b'3',b'3',b'0',b'3'
1325,39.0,b'4',b'4',3.0,b'1',b'0',b'1',b'4',b'0',b'3'
1326,35.0,b'2',b'2',6.0,b'1',b'0',b'2',b'2',b'1',b'3'
1327,30.0,b'2',b'3',7.0,b'1',b'1',b'3',b'3',b'0',b'3'
1328,17.0,b'3',b'4',1.0,b'1',b'1',b'3',b'3',b'0',b'3'
1329,32.0,b'2',b'4',3.0,b'1',b'1',b'3',b'4',b'0',b'3'
1330,43.0,b'4',b'4',5.0,b'0',b'1',b'1',b'4',b'0',b'3'
1331,31.0,b'2',b'2',4.0,b'1',b'1',b'3',b'3',b'0',b'3'
1332,24.0,b'1',b'2',3.0,b'1',b'1',b'3',b'2',b'0',b'3'
1333,26.0,b'2',b'4',3.0,b'1',b'1',b'1',b'3',b'0',b'3'
1334,35.0,b'3',b'4',4.0,b'1',b'0',b'1',b'4',b'0',b'3'
1335,46.0,b'3',b'4',4.0,b'1',b'0',b'3',b'4',b'0',b'3'
1336,29.0,b'2',b'3',3.0,b'1',b'1',b'3',b'3',b'0',b'3'
1337,21.0,b'3',b'4',1.0,b'1',b'0',b'3',b'4',b'0',b'3'
1338,31.0,b'4',b'4',5.0,b'1',b'0',b'1',b'4',b'0',b'3'
1339,24.0,b'4',b'4',2.0,b'1',b'1',b'3',b'3',b'0',b'3'
1340,24.0,b'2',b'4',3.0,b'1',b'1',b'3',b'3',b'0',b'3'
1341,36.0,b'4',b'4',4.0,b'1',b'1',b'1',b'3',b'0',b'3'
1342,37.0,b'2',b'3',9.0,b'1',b'1',b'3',b'3',b'0',b'3'
1343,37.0,b'3',b'3',6.0,b'1',b'1',b'3',b'3',b'0',b'3'
1344,37.0,b'3',b'3',11.0,b'1',b'1',b'1',b'2',b'0',b'3'
1345,44.0,b'4',b'4',4.0,b'0',b'1',b'2',b'3',b'0',b'3'
1346,35.0,b'2',b'3',6.0,b'1',b'1',b'2',b'3',b'0',b'3'
1347,25.0,b'4',b'4',3.0,b'1',b'1',b'3',b'3',b'0',b'3'
1348,21.0,b'4',b'4',2.0,b'1',b'1',b'2',b'3',b'0',b'3'
1349,24.0,b'1',b'2',3.0,b'1',b'1',b'3',b'2',b'0',b'3'
1350,16.0,b'2',b'3',1.0,b'1',b'1',b'3',b'1',b'0',b'3'
1351,21.0,b'3',b'2',1.0,b'1',b'1',b'3',b'1',b'1',b'3'
1352,25.0,b'2',b'4',2.0,b'1',b'1',b'2',b'4',b'0',b'3'
1353,26.0,b'4',b'4',1.0,b'1',b'0',b'2',b'4',b'0',b'3'
1354,43.0,b'4',b'4',2.0,b'1',b'1',b'1',b'4',b'0',b'3'
1355,24.0,b'4',b'4',1.0,b'1',b'1',b'1',b'4',b'0',b'3'
1356,30.0,b'3',b'4',3.0,b'0',b'1',b'3',b'3',b'0',b'3'
1357,30.0,b'2',b'3',3.0,b'1',b'1',b'3',b'3',b'0',b'3'
1358,26.0,b'4',b'4',2.0,b'1',b'1',b'3',b'3',b'0',b'3'
1359,29.0,b'2',b'4',4.0,b'1',b'1',b'3',b'2',b'0',b'3'
1360,24.0,b'3',b'4',4.0,b'1',b'1',b'3',b'1',b'0',b'3'
1361,29.0,b'3',b'3',2.0,b'1',b'1',b'3',b'2',b'0',b'3'
1362,29.0,b'1',b'2',1.0,b'1',b'1',b'3',b'3',b'0',b'3'
1363,22.0,b'4',b'4',1.0,b'1',b'1',b'2',b'4',b'0',b'3'
1364,30.0,b'3',b'3',4.0,b'1',b'0',b'3',b'2',b'0',b'3'
1365,24.0,b'4',b'4',1.0,b'1',b'1',b'2',b'3',b'0',b'3'
1366,25.0,b'4',b'4',2.0,b'1',b'1',b'1',b'2',b'0',b'3'
1367,44.0,b'4',b'4',5.0,b'1',b'0',b'1',b'4',b'0',b'3'
1368,28.0,b'2',b'3',3.0,b'1',b'1',b'2',b'4',b'0',b'3'
1369,22.0,b'3',b'3',1.0,b'1',b'1',b'3',b'2',b'0',b'3'
1370,30.0,b'2',b'2',6.0,b'1',b'0',b'2',b'3',b'0',b'3'
1371,25.0,b'3',b'4',3.0,b'1',b'1',b'2',b'4',b'0',b'3'
1372,25.0,b'4',b'4',2.0,b'1',b'1',b'3',b'3',b'0',b'3'
1373,33.0,b'4',b'4',2.0,b'1',b'0',b'1',b'4',b'0',b'3'
1374,33.0,b'3',b'3',4.0,b'1',b'0',b'2',b'3',b'0',b'3'
1375,26.0,b'3',b'3',2.0,b'1',b'0',b'2',b'2',b'0',b'3'
1376,29.0,b'3',b'4',5.0,b'1',b'1',b'3',b'3',b'0',b'3'
1377,32.0,b'3',b'3',4.0,b'1',b'1',b'2',b'1',b'0',b'3'
1378,30.0,b'4',b'4',1.0,b'1',b'0',b'3',b'2',b'0',b'3'
1379,37.0,b'4',b'4',1.0,b'0',b'1',b'1',b'4',b'0',b'3'
1380,31.0,b'1',b'2',4.0,b'1',b'1',b'3',b'3',b'0',b'3'
1381,36.0,b'1',b'2',4.0,b'1',b'1',b'3',b'1',b'1',b'3'
1382,36.0,b'2',b'2',7.0,b'1',b'0',b'2',b'2',b'1',b'3'
1383,26.0,b'3',b'4',2.0,b'1',b'0',b'2',b'4',b'0',b'3'
1384,36.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'3'
1385,28.0,b'4',b'4',1.0,b'1',b'1',b'2',b'4',b'0',b'3'
1386,33.0,b'4',b'4',5.0,b'1',b'1',b'3',b'3',b'0',b'3'
1387,25.0,b'3',b'4',2.0,b'1',b'0',b'2',b'4',b'0',b'3'
1388,31.0,b'4',b'4',2.0,b'0',b'1',b'1',b'4',b'0',b'3'
1389,38.0,b'4',b'4',4.0,b'1',b'0',b'1',b'4',b'0',b'3'
1390,35.0,b'1',b'2',5.0,b'1',b'1',b'3',b'3',b'0',b'3'
1391,33.0,b'4',b'4',3.0,b'0',b'0',b'2',b'4',b'0',b'3'
1392,30.0,b'2',b'2',2.0,b'1',b'1',b'3',b'2',b'0',b'3'
1393,20.0,b'3',b'3',2.0,b'1',b'1',b'2',b'2',b'1',b'3'
1394,18.0,b'3',b'3',1.0,b'1',b'1',b'2',b'2',b'0',b'3'
1395,30.0,b'3',b'2',3.0,b'1',b'1',b'3',b'3',b'0',b'3'
1396,35.0,b'2',b'3',6.0,b'1',b'0',b'3',b'2',b'0',b'3'
1397,22.0,b'3',b'3',2.0,b'1',b'1',b'3',b'1',b'0',b'3'
1398,28.0,b'2',b'4',7.0,b'1',b'1',b'3',b'3',b'0',b'3'
1399,21.0,b'3',b'3',1.0,b'1',b'1',b'3',b'1',b'0',b'3'
1400,27.0,b'3',b'4',4.0,b'1',b'1',b'3',b'4',b'0',b'3'
1401,30.0,b'3',b'4',3.0,b'1',b'1',b'3',b'3',b'0',b'3'
1402,25.0,b'3',b'4',2.0,b'1',b'1',b'3',b'3',b'0',b'3'
1403,26.0,b'4',b'4',3.0,b'1',b'1',b'3',b'2',b'0',b'3'
1404,37.0,b'2',b'4',5.0,b'1',b'1',b'1',b'4',b'0',b'3'
1405,47.0,b'1',b'3',9.0,b'1',b'0',b'3',b'3',b'0',b'3'
1406,36.0,b'1',b'1',5.0,b'1',b'1',b'3',b'3',b'0',b'3'
1407,36.0,b'2',b'3',6.0,b'1',b'1',b'2',b'4',b'0',b'3'
1408,36.0,b'4',b'4',3.0,b'1',b'1',b'2',b'4',b'0',b'3'
1409,28.0,b'4',b'4',4.0,b'1',b'1',b'3',b'4',b'0',b'3'
1410,21.0,b'4',b'4',2.0,b'1',b'1',b'3',b'3',b'0',b'3'
1411,25.0,b'4',b'4',2.0,b'1',b'1',b'2',b'3',b'0',b'3'
1412,30.0,b'3',b'4',3.0,b'1',b'1',b'3',b'4',b'0',b'3'
1413,22.0,b'3',b'3',3.0,b'1',b'1',b'3',b'3',b'0',b'3'
1414,23.0,b'4',b'3',2.0,b'1',b'0',b'2',b'3',b'0',b'3'
1415,36.0,b'3',b'4',9.0,b'1',b'1',b'3',b'4',b'0',b'3'
1416,28.0,b'4',b'3',2.0,b'1',b'1',b'3',b'2',b'0',b'3'
1417,46.0,b'2',b'2',5.0,b'1',b'1',b'2',b'4',b'0',b'3'
1418,47.0,b'4',b'4',5.0,b'1',b'1',b'3',b'2',b'0',b'3'
1419,41.0,b'1',b'4',5.0,b'1',b'0',b'2',b'4',b'0',b'3'
1420,44.0,b'4',b'4',5.0,b'1',b'1',b'3',b'4',b'0',b'3'
1421,34.0,b'2',b'3',3.0,b'0',b'1',b'3',b'2',b'1',b'3'
1422,37.0,b'2',b'3',6.0,b'1',b'1',b'3',b'4',b'0',b'3'
1423,34.0,b'4',b'4',2.0,b'0',b'1',b'1',b'4',b'0',b'3'
1424,22.0,b'2',b'4',2.0,b'1',b'1',b'3',b'2',b'0',b'3'
1425,33.0,b'2',b'3',4.0,b'1',b'1',b'2',b'3',b'0',b'3'
1426,21.0,b'3',b'4',3.0,b'1',b'1',b'3',b'1',b'0',b'3'
1427,31.0,b'4',b'4',4.0,b'1',b'0',b'3',b'4',b'0',b'3'
1428,41.0,b'4',b'3',5.0,b'1',b'0',b'3',b'4',b'0',b'3'
1429,30.0,b'4',b'3',4.0,b'1',b'1',b'3',b'3',b'0',b'3'
1430,32.0,b'2',b'4',5.0,b'1',b'1',b'3',b'4',b'0',b'3'
1431,27.0,b'4',b'4',2.0,b'0',b'0',b'2',b'4',b'0',b'3'
1432,26.0,b'4',b'4',1.0,b'0',b'0',b'2',b'4',b'0',b'3'
1433,42.0,b'4',b'4',5.0,b'0',b'1',b'2',b'4',b'0',b'3'
1434,24.0,b'4',b'4',1.0,b'1',b'1',b'1',b'3',b'0',b'3'
1435,37.0,b'4',b'4',6.0,b'1',b'1',b'1',b'4',b'0',b'3'
1436,30.0,b'2',b'3',5.0,b'1',b'0',b'3',b'4',b'0',b'3'
1437,27.0,b'4',b'4',1.0,b'1',b'1',b'1',b'4',b'0',b'3'
1438,34.0,b'2',b'4',6.0,b'1',b'1',b'3',b'3',b'0',b'3'
1439,32.0,b'3',b'4',5.0,b'0',b'1',b'1',b'4',b'0',b'3'
1440,28.0,b'4',b'4',1.0,b'0',b'0',b'2',b'4',b'0',b'3'
1441,29.0,b'3',b'3',1.0,b'0',b'0',b'2',b'4',b'0',b'3'
1442,42.0,b'4',b'4',3.0,b'0',b'1',b'2',b'4',b'0',b'3'
1443,21.0,b'2',b'2',0.0,b'0',b'1',b'4',b'4',b'0',b'3'
1444,22.0,b'4',b'4',2.0,b'1',b'1',b'3',b'4',b'0',b'3'
1445,36.0,b'4',b'4',3.0,b'0',b'1',b'3',b'4',b'0',b'3'
1446,45.0,b'2',b'3',3.0,b'0',b'0',b'2',b'4',b'0',b'3'
1447,34.0,b'4',b'4',2.0,b'0',b'0',b'2',b'4',b'0',b'3'
1448,35.0,b'2',b'3',5.0,b'1',b'1',b'3',b'3',b'0',b'3'
1449,19.0,b'4',b'4',1.0,b'1',b'1',b'2',b'3',b'0',b'3'
1450,27.0,b'4',b'4',4.0,b'1',b'1',b'3',b'3',b'0',b'3'
1451,37.0,b'2',b'4',4.0,b'1',b'0',b'2',b'3',b'0',b'3'
1452,26.0,b'3',b'2',4.0,b'1',b'1',b'3',b'4',b'0',b'3'
1453,28.0,b'1',b'3',5.0,b'1',b'1',b'3',b'4',b'0',b'3'
1454,31.0,b'3',b'4',5.0,b'1',b'1',b'1',b'4',b'0',b'3'
1455,32.0,b'2',b'2',6.0,b'1',b'1',b'2',b'3',b'0',b'3'
1456,40.0,b'2',b'2',4.0,b'0',b'0',b'2',b'4',b'0',b'3'
1457,27.0,b'3',b'3',5.0,b'1',b'1',b'2',b'4',b'0',b'3'
1458,27.0,b'2',b'2',3.0,b'1',b'1',b'2',b'2',b'1',b'3'
1459,37.0,b'4',b'4',5.0,b'0',b'0',b'2',b'4',b'0',b'3'
1460,22.0,b'4',b'3',1.0,b'1',b'1',b'2',b'2',b'0',b'3'
1461,27.0,b'4',b'4',4.0,b'1',b'1',b'1',b'2',b'1',b'3'
1462,21.0,b'4',b'4',1.0,b'0',b'1',b'2',b'4',b'0',b'3'
1463,30.0,b'1',b'3',2.0,b'1',b'1',b'3',b'4',b'0',b'3'
1464,23.0,b'2',b'2',1.0,b'1',b'1',b'2',b'4',b'0',b'3'
1465,25.0,b'2',b'4',3.0,b'1',b'1',b'1',b'3',b'0',b'3'
1466,42.0,b'2',b'4',6.0,b'1',b'1',b'2',b'4',b'0',b'3'
1467,29.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'3'
1468,33.0,b'4',b'4',2.0,b'1',b'0',b'2',b'4',b'0',b'3'
1469,33.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'3'
1470,39.0,b'3',b'3',8.0,b'1',b'0',b'1',b'4',b'0',b'3'
1471,33.0,b'3',b'3',4.0,b'1',b'0',b'2',b'2',b'0',b'3'
1472,17.0,b'3',b'3',1.0,b'1',b'1',b'2',b'4',b'0',b'3'
